Unnamed: 0,Year,FuelConsumption,Kilometres,Doors,Seats,Price,Automatic,Manual,DEMO,NEW,USED,Engine_cyl_num,Engine_total_vol
1566,2018,5.5,70572.0,4,5,10.733784571243307,1,0,0,0,1,4,2.0
1568,2016,4.7,101005.0,4,5,9.998343083548807,1,0,0,0,1,4,1.4
1569,2023,6.8,2441.0,5,5,11.156107653683586,1,0,0,0,1,4,2.0
1574,2019,8.3,53221.0,4,5,10.455934850992938,1,0,0,0,1,4,2.5
1575,2015,6.0,77728.0,4,5,10.54507824618167,1,0,0,0,1,4,2.0
1576,2014,9.8,175237.0,4,5,9.849559210510572,0,1,0,0,1,4,2.5
1577,2014,9.0,150302.0,4,8,9.99857043378282,1,0,0,0,1,4,2.5
1579,2013,11.0,143000.0,2,3,9.735068900911164,0,1,0,0,1,4,2.7
1580,2018,9.1,25567.0,4,5,10.433821642690162,1,0,0,0,1,6,3.6
1581,2019,6.1,47312.0,4,5,10.733784571243307,1,0,0,0,1,4,2.0
1582,2016,8.3,83285.0,4,5,10.54507824618167,1,0,0,0,1,4,2.0
1583,2015,8.3,239156.0,4,5,10.075337809462788,0,1,0,0,1,5,3.2
1584,2016,5.6,45861.0,4,5,10.203592144986466,1,0,0,0,1,4,1.8
1585,2022,8.2,5153.0,4,2,10.341419850781794,1,0,0,0,1,4,2.0
1588,2022,8.8,1505.0,4,5,11.350288881492672,1,0,1,0,0,4,2.0
1589,2022,6.7,15.0,5,5,9.877656792501606,1,0,0,1,0,4,1.5
1590,2020,7.7,37130.0,4,5,11.27713983830695,1,0,0,0,1,6,3.0
1591,2017,6.9,109736.0,4,5,10.085600754292345,1,0,0,0,1,4,2.0
1595,2017,5.8,43863.0,5,5,9.993693820422276,1,0,0,0,1,4,1.4
1596,2022,6.7,15.0,5,5,9.877656792501606,1,0,0,1,0,4,1.5
1597,2018,8.3,86028.0,4,5,9.996522418503318,1,0,0,0,1,4,2.4
1598,2018,10.0,36941.0,4,5,10.79937147463262,1,0,0,0,1,5,3.2
1599,2018,7.4,12804.0,4,5,10.165467127635536,1,0,0,0,1,4,2.0
1600,2019,12.2,46200.0,4,5,11.289656905842868,1,0,0,0,1,8,5.7
1601,2005,13.0,174025.0,4,7,8.846496938558838,1,0,0,0,1,6,3.0
1602,2010,6.7,121530.0,5,5,9.471935109664646,1,0,0,0,1,4,1.5
1603,2012,7.3,179000.0,5,5,8.986571625268054,1,0,0,0,1,4,1.6
1604,2018,9.5,59872.0,4,7,10.815569439636228,1,0,0,0,1,6,3.5
1605,2017,8.8,207745.0,4,3,9.998752276761909,1,0,0,0,1,4,2.5
1606,2008,9.6,274436.0,4,5,9.61547209118311,1,0,0,0,1,4,2.4
1607,2021,4.2,8580.0,5,5,10.596384701840863,1,0,0,0,1,4,1.8
1608,2016,7.6,241000.0,4,5,10.126231023828998,1,0,0,0,1,4,2.4
1609,2012,11.0,140521.0,4,5,9.846917201047734,1,0,0,0,1,6,3.6
1610,2013,10.1,152143.0,4,7,9.468851067127684,1,0,0,0,1,6,3.0
1611,2018,8.2,152807.0,4,5,10.461673747661957,1,0,0,0,1,5,3.2
1612,2009,7.5,163535.0,4,5,9.612466578818832,1,0,0,0,1,6,3.0
1613,2016,8.0,208001.0,4,2,10.12643108384767,0,1,0,0,1,4,3.0
1614,2016,9.6,84076.0,4,5,10.819558260206733,1,0,0,0,1,6,3.5
1615,2008,8.2,158457.0,4,5,9.104868739033948,1,0,0,0,1,4,1.8
1616,2017,8.5,61227.0,4,5,10.755517058156265,1,0,0,0,1,4,2.8
1617,2010,8.0,147317.0,4,3,10.165813354725493,1,0,0,0,1,4,3.0
1618,2009,8.2,138891.0,4,5,9.38328476695754,1,0,0,0,1,4,1.8
1619,2022,7.6,7051.0,4,5,10.947291604709243,1,0,0,0,1,4,2.0
1620,2011,7.4,123372.0,4,5,9.388486557359657,1,0,0,0,1,4,1.8
1621,2016,7.5,276343.0,4,5,10.20322170601205,1,0,0,0,1,4,2.2
1622,2014,9.5,84929.0,4,5,10.126231023828998,1,0,0,0,1,6,3.6
1623,2017,5.9,139961.0,4,5,10.042814617757227,1,0,0,0,1,4,1.4
1624,2015,8.0,169481.0,4,2,10.308919326755392,1,0,0,0,1,4,3.0
1625,2006,11.0,140427.0,4,5,8.987071812848821,1,0,0,0,1,4,2.0
1627,2018,7.4,64160.0,4,5,10.042814617757227,1,0,0,0,1,4,2.0
1628,2019,6.1,46595.0,4,5,10.642563664984474,1,0,0,0,1,4,2.0
1629,2021,7.0,20322.0,4,5,10.81777628173961,1,0,0,0,1,5,3.2
1630,2017,7.5,186951.0,2,2,10.085767441795337,1,0,0,0,1,4,3.0
1631,2022,7.6,14646.0,4,5,11.277190473141195,1,0,0,0,1,4,2.0
1632,2015,10.2,108635.0,4,7,10.46296047312364,1,0,0,0,1,6,3.5
1633,2020,7.4,67008.0,4,5,10.596384701840863,1,0,0,0,1,4,2.5
1634,2016,7.5,227276.0,4,5,9.79701530802561,1,0,0,0,1,4,2.4
1635,2022,7.2,20.0,4,5,11.034728360695965,1,0,0,0,1,4,1.4
1636,2013,6.3,97851.0,5,7,10.199137794637085,1,0,0,0,1,4,2.0
1637,2017,8.1,77000.0,4,7,10.038368034729945,1,0,0,0,1,4,2.2
1640,2017,7.4,68658.0,4,5,10.043032079974024,1,0,0,0,1,4,2.0
1641,2020,8.7,109818.0,4,5,10.644233711895351,1,0,0,0,1,5,3.2
1642,2016,7.7,81285.0,4,8,10.48849257447637,1,0,0,0,1,4,2.2
1643,2014,7.2,93506.0,5,5,9.304741047397666,0,1,0,0,1,4,2.0
1644,2008,8.9,160558.0,5,5,9.471164990258082,1,0,0,0,1,4,2.5
1646,2016,6.4,53099.0,4,5,10.274706221915702,1,0,0,0,1,4,2.0
1647,2017,6.3,27324.0,5,5,9.902987427494446,1,0,0,0,1,4,1.6
1648,2011,11.0,260670.0,4,7,9.463430999658344,1,0,0,0,1,6,3.7
1649,2018,8.0,39008.0,5,5,10.571188711764599,0,1,0,0,1,4,2.0
1650,2018,7.0,9644.0,4,4,10.91490662950186,1,0,0,0,1,4,2.0
1651,2019,8.6,115623.0,2,2,10.462388799533683,1,0,0,0,1,4,2.8
1652,2022,8.4,20.0,4,5,10.74699251468463,1,0,0,1,0,4,2.0
1653,2008,6.7,158012.0,5,5,9.2093398716426,1,0,0,0,1,4,1.5
1654,2019,5.7,52675.0,4,5,11.049110645473592,1,0,0,0,1,4,2.0
1655,2018,8.8,98374.0,4,7,10.595383951194421,1,0,0,0,1,4,2.5
1656,2022,6.9,10677.0,5,5,10.235951767759802,1,0,0,0,1,4,1.5
1659,2020,6.2,44528.0,5,5,9.998343083548807,1,0,0,0,1,4,1.4
1660,2012,8.1,167135.0,4,7,9.546098067659527,1,0,0,0,1,4,2.2
1661,2020,7.6,59931.0,4,5,10.13816433966401,1,0,0,0,1,4,2.0
1662,2018,4.8,86490.0,4,5,10.308619271743055,1,0,0,0,1,4,2.0
1664,2013,7.2,176119.0,4,5,9.305559638557117,1,0,0,0,1,4,2.0
1665,2014,11.6,232542.0,4,3,10.043032079974024,1,0,0,0,1,4,2.7
1666,2011,7.8,157000.0,4,7,10.203406942652387,1,0,0,0,1,6,3.0
1667,2010,7.5,183001.0,4,5,9.104424146384634,1,0,0,0,1,4,1.8
1669,2017,6.8,83220.0,4,5,10.291467346303273,1,0,0,0,1,4,2.0
1670,2018,7.4,82117.0,4,5,9.849559210510572,1,0,0,0,1,4,2.0
1672,2018,7.5,89881.0,4,5,9.90323752128092,1,0,0,0,1,4,2.0
1673,2018,7.5,49152.0,4,7,10.373178632943564,1,0,0,0,1,4,2.0
1674,2016,6.7,104154.0,4,5,10.433821642690162,1,0,0,0,1,4,2.0
1675,2017,9.9,133796.0,4,7,10.126231023828998,1,0,0,0,1,6,3.5
1676,2018,6.6,56092.0,4,5,10.30521234102857,1,0,0,0,1,4,1.8
1677,2008,13.5,247880.0,4,7,9.301094735244646,1,0,0,0,1,6,4.0
1678,2013,9.5,126552.0,4,5,9.47262771040802,1,0,0,0,1,4,2.5
1679,2019,10.2,71236.0,4,5,10.819578264407616,1,0,0,0,1,6,3.3
1680,2014,8.3,175479.0,4,5,10.201738576337144,1,0,0,0,1,4,2.0
1681,2015,8.7,80208.0,4,5,10.913050024370726,1,0,0,0,1,6,3.0
1682,2006,13.6,221294.0,4,5,9.851931065621725,1,0,0,0,1,8,4.2
1684,2019,6.3,38179.0,4,5,10.490996401073076,1,0,0,0,1,4,2.0
1685,2014,11.8,130352.0,4,5,10.8945146305243,1,0,0,0,1,8,5.5
1686,2003,10.5,172019.0,4,5,8.691146498539675,1,0,0,0,1,6,3.0
1687,2018,5.9,75785.0,4,5,10.20322170601205,1,0,0,0,1,4,1.4
1688,2019,7.4,49242.0,5,5,10.08539235583374,1,0,0,0,1,4,2.0
1689,2021,9.5,21513.0,4,5,10.400863128577715,1,0,0,0,1,4,2.0
1690,2016,5.1,74733.0,5,5,10.645186773678239,1,0,0,0,1,4,2.0
1691,2020,7.4,51816.0,4,5,10.081633737919603,1,0,0,0,1,4,2.0
1692,2013,8.1,155684.0,4,7,9.471935109664646,1,0,0,0,1,4,2.2
1693,2023,7.7,3015.0,4,7,10.757881603870102,1,0,0,0,1,4,2.5
1694,2019,7.4,59571.0,4,5,10.042814617757227,1,0,0,0,1,4,2.0
1695,2014,6.7,163073.0,4,5,9.301094735244646,1,0,0,0,1,4,1.8
1696,2016,6.5,78932.0,5,5,9.374837343857585,1,0,0,0,1,4,1.4
1697,2016,6.0,180013.0,4,5,10.462817585361734,1,0,0,0,1,4,2.0
1698,2017,7.5,180454.0,4,5,10.064330077652958,1,0,0,0,1,4,2.5
1699,2016,5.4,96331.0,4,5,9.998752276761909,1,0,0,0,1,4,2.2
1700,2015,7.1,108105.0,5,5,9.740380214665977,1,0,0,0,1,4,1.8
1701,2016,5.8,134221.0,4,5,10.126231023828998,1,0,0,0,1,4,2.0
1702,2016,7.7,67705.0,4,8,10.714195521835219,1,0,0,0,1,4,2.2
1703,2017,6.6,83358.0,5,5,9.79757132694458,1,0,0,0,1,4,1.6
1704,2013,6.3,187361.0,5,5,9.546098067659527,1,0,0,0,1,4,1.3
1705,2016,8.0,74850.0,4,5,10.403959764222627,1,0,0,0,1,4,3.0
1706,2020,7.4,50585.0,4,5,10.126231023828998,1,0,0,0,1,4,2.0
1707,2016,7.0,70056.0,4,5,10.73617926053397,1,0,0,0,1,4,2.3
1708,2015,10.4,135077.0,4,5,9.680031452383618,1,0,0,0,1,6,3.6
1709,2019,7.2,53749.0,4,5,10.20322170601205,1,0,0,0,1,4,2.0
1711,2012,7.3,192121.0,4,7,10.038018445493734,1,0,0,0,1,4,2.2
1712,2022,5.4,4595.0,4,5,11.262924459486136,1,0,0,0,1,4,2.0
1713,2004,7.6,176693.0,5,4,9.104424146384634,1,0,0,0,1,4,1.5
1714,2007,6.3,75000.0,2,2,9.39182824802156,0,1,0,0,1,4,1.4
1716,2015,8.0,169784.0,4,2,10.118598932153073,1,0,0,0,1,4,3.0
1717,2015,7.0,98446.0,5,5,10.12643108384767,1,0,0,0,1,4,1.7
1718,2012,10.1,188886.0,4,7,9.392245175273795,1,0,0,0,1,6,3.0
1719,2017,7.8,96556.0,2,4,10.371927459805681,0,1,0,0,1,4,2.0
1720,2017,7.1,127234.0,5,5,9.902987427494446,1,0,0,0,1,4,2.0
1721,2019,7.6,102196.0,4,5,9.903437551286085,1,0,0,0,1,4,2.0
1722,2018,6.1,74369.0,5,5,10.274706221915702,1,0,0,0,1,4,2.0
1723,2015,8.0,306421.0,4,2,10.275016625615446,1,0,0,0,1,4,3.0
1724,2007,14.6,238000.0,4,5,9.679718805828,1,0,0,0,1,8,6.0
1725,2020,7.2,59424.0,4,5,10.271181562957294,1,0,0,0,1,4,2.0
1726,2020,6.2,53540.0,4,5,10.165659490817816,1,0,0,0,1,4,1.6
1727,2014,6.6,126804.0,5,5,9.375854810453756,1,0,0,0,1,4,1.6
1728,2015,9.9,164471.0,4,7,9.84585843969949,1,0,0,0,1,6,3.5
1729,2016,8.2,240001.0,4,5,10.163926888594034,0,1,0,0,1,4,3.0
1730,2021,5.6,31262.0,5,7,11.156107653683586,1,0,0,0,1,4,2.5
1731,2015,6.9,209762.0,4,5,8.987071812848821,0,1,0,0,1,4,1.4
1732,2022,7.5,24.0,4,5,10.633087195098385,1,0,0,1,0,4,2.0
1733,2006,11.6,318650.0,4,3,9.546741177474825,1,0,0,0,1,4,2.7
1734,2018,8.3,45454.0,4,5,10.085600754292345,1,0,0,0,1,4,2.4
1735,2016,5.4,77001.0,5,5,9.902987427494446,1,0,0,0,1,4,1.4
1736,2017,7.2,133483.0,5,5,10.30521234102857,0,1,0,0,1,4,2.0
1737,2020,8.7,66204.0,4,4,10.91490662950186,1,0,0,0,1,5,3.2
1738,2016,5.9,179234.0,4,5,9.897469480210566,1,0,0,0,1,4,1.4
1739,2021,8.2,9986.0,4,5,10.819578264407616,1,0,0,0,1,4,2.0
1740,2018,6.9,102534.0,4,5,10.308619271743055,1,0,0,0,1,4,2.0
1741,2009,9.8,255483.0,4,5,9.61547209118311,0,1,0,0,1,4,2.5
1742,2019,7.9,90426.0,4,5,10.161225748614838,1,0,0,0,1,4,2.0
1743,2016,11.7,165238.0,4,5,10.126231023828998,1,0,0,0,1,6,3.6
1744,2013,11.0,70105.0,4,7,10.043032079974024,1,0,0,0,1,6,3.7
1745,2010,11.3,202901.0,4,7,9.615138591096644,1,0,0,0,1,6,3.7
1746,2021,8.0,3620.0,4,5,11.32514905749331,1,0,0,0,1,4,2.0
1747,2008,8.9,129863.0,4,5,7.546974117516527,1,0,0,0,1,4,2.4
1748,2020,7.4,37128.0,4,5,10.645186773678239,1,0,0,0,1,4,2.5
1749,2014,8.9,239000.0,4,4,9.998343083548807,0,1,0,0,1,5,3.2
1751,2017,8.0,218851.0,4,7,10.668722809490328,1,0,0,0,1,4,2.8
1752,2016,5.8,67710.0,4,7,10.274706221915702,1,0,0,0,1,4,2.3
1753,2018,4.2,22405.0,5,5,10.462817585361734,1,0,0,0,1,4,1.8
1754,2022,7.2,24000.0,4,5,10.930961813370898,1,0,0,0,1,4,1.4
1755,2021,5.4,22619.0,4,5,10.59383080576334,1,0,0,0,1,3,1.5
1756,2008,9.3,271312.0,4,5,9.2093398716426,1,0,0,0,1,4,2.5
1757,2018,9.9,104860.0,4,5,10.373459931293572,1,0,0,0,1,6,3.6
1758,2010,12.0,177247.0,4,7,9.388486557359657,1,0,0,0,1,6,4.0
1759,2012,11.6,175000.0,2,4,10.042814617757227,1,0,0,0,1,6,3.6
1760,2022,4.7,18838.0,5,5,11.058637692164496,1,0,0,0,1,4,2.5
1761,2014,4.5,132782.0,4,5,10.42821608147111,1,0,0,0,1,4,2.1
1763,2021,4.7,23734.0,5,5,10.968025860870487,1,0,0,0,1,4,2.5
1764,2019,8.6,30442.0,4,5,10.48815825675999,1,0,0,0,1,4,2.0
1765,2016,6.8,53138.0,5,5,10.038455412946613,1,0,0,0,1,4,2.0
1766,2015,6.4,124100.0,2,4,10.126591103050316,1,0,0,0,1,4,2.0
1768,2008,14.6,210000.0,4,5,10.165467127635536,0,1,0,0,1,8,6.0
1769,2020,9.5,45763.0,2,4,11.396380412696097,1,0,0,0,1,6,3.0
1770,2020,9.0,119169.0,4,5,10.714195521835219,1,0,0,0,1,6,3.0
1772,2020,7.4,56207.0,4,5,10.126231023828998,1,0,0,0,1,4,2.0
1773,2020,5.6,87956.0,4,5,10.403959764222627,1,0,0,0,1,4,1.4
1774,2017,7.3,62373.0,4,5,10.400619849170116,1,0,0,0,1,4,2.5
1777,2015,8.5,196174.0,4,5,10.5184028848265,1,0,0,0,1,4,2.8
1778,2020,4.8,61531.0,5,5,10.733958923959293,1,0,0,0,1,4,2.5
1779,2016,7.5,192000.0,2,2,9.998343083548807,1,0,0,0,1,4,2.2
1780,2020,7.4,50067.0,5,5,10.081633737919603,1,0,0,0,1,4,2.0
1781,2020,7.4,62919.0,4,5,10.08539235583374,1,0,0,0,1,4,2.0
1782,2011,6.4,86331.0,5,5,9.538204234060796,0,1,0,0,1,4,1.2
1783,2019,6.0,50998.0,4,5,10.404232536959167,1,0,0,0,1,4,2.0
1785,2017,6.5,114206.0,4,5,10.434086391401058,1,0,0,0,1,4,2.2
1786,2014,4.9,38416.0,5,5,9.47262771040802,1,0,0,0,1,3,1.2
1787,2018,8.7,93400.0,4,4,10.714195521835219,1,0,0,0,1,5,3.2
1788,2018,8.7,98169.0,4,5,11.031658643445782,1,0,0,0,1,6,3.0
1790,2021,7.4,12491.0,4,5,10.79728724657475,1,0,0,0,1,4,1.5
1791,2021,5.4,44493.0,4,5,11.08041798575018,1,0,0,0,1,4,2.0
1792,2017,6.9,147393.0,4,5,9.47262771040802,0,1,0,0,1,4,2.0
1793,2022,4.9,6845.0,4,5,10.755346424250893,1,0,0,0,1,4,1.5
1794,2018,6.1,37388.0,4,7,10.518321778536663,1,0,0,0,1,4,2.0
1795,2015,11.0,210182.0,4,7,9.740380214665977,1,0,0,0,1,6,3.7
1798,2017,7.4,140105.0,4,5,10.20322170601205,1,0,0,0,1,4,2.0
1799,2011,6.7,115272.0,5,5,9.471935109664646,1,0,0,0,1,4,1.5
1800,2018,7.4,81804.0,4,5,10.373178632943564,1,0,0,0,1,4,2.0
1801,2018,4.8,15878.0,5,5,10.043032079974024,1,0,0,0,1,4,1.2
1803,2011,6.9,141125.0,4,5,9.305195902988862,1,0,0,0,1,4,1.4
1804,2022,8.5,10.0,4,5,11.00193316064714,1,0,1,0,0,4,2.0
1805,2019,7.9,37531.0,4,5,10.308619271743055,1,0,0,0,1,4,2.0
1806,2018,7.8,53467.0,4,5,10.273325483001141,1,0,0,0,1,4,2.5
1807,2017,4.8,24842.0,5,5,9.897469480210566,0,1,0,0,1,4,1.2
1809,2012,8.1,215120.0,4,5,10.203555107263542,0,1,0,0,1,4,2.2
1810,2015,7.6,165711.0,2,4,10.308285771656589,1,0,0,0,1,6,3.0
1811,2022,6.7,15.0,5,5,9.877656792501606,1,0,0,1,0,4,1.5
1812,2008,8.8,186474.0,4,3,10.043206015705211,1,0,0,0,1,4,3.0
1813,2021,4.7,26758.0,5,5,10.79937147463262,1,0,0,0,1,4,2.5
1815,2016,5.9,45313.0,5,5,10.369734132904151,1,0,0,0,1,4,2.0
1816,2016,7.8,95223.0,4,7,10.308619271743055,1,0,0,0,1,4,2.2
1817,2004,11.0,94721.0,4,5,9.103868127465667,1,0,0,0,1,6,3.8
1818,2019,8.5,84948.0,4,5,11.050731262615974,1,0,0,0,1,4,2.8
1819,2016,6.5,78674.0,4,5,9.897871813750493,1,0,0,0,1,4,1.5
1822,2016,6.2,134605.0,5,5,9.61547209118311,1,0,0,0,1,4,1.4
1823,2018,8.3,53343.0,4,5,10.490996401073076,1,0,0,0,1,4,2.5
1824,2018,5.6,66445.0,4,5,11.182753340897495,1,0,0,0,1,6,3.0
1825,2008,8.6,332493.0,4,7,8.00469951054955,1,0,0,0,1,4,2.0
1826,2016,9.1,202279.0,4,5,10.085600754292345,1,0,0,0,1,4,2.8
1828,2007,9.7,222000.0,4,5,8.980927207648378,1,0,0,0,1,4,2.5
1829,2020,9.3,33588.0,4,4,10.69183127007966,1,0,0,0,1,5,3.2
1830,2011,8.2,123892.0,4,5,9.546098067659527,1,0,0,0,1,4,2.0
1832,2020,7.4,55566.0,5,5,10.08539235583374,1,0,0,0,1,4,2.0
1833,2021,13.0,7222.0,2,4,11.156107653683586,0,1,0,0,1,8,5.0
1834,2007,11.0,145827.0,4,5,9.382611592916636,1,0,0,0,1,6,3.6
1836,2021,8.9,24850.0,4,5,11.00193316064714,1,0,0,0,1,5,3.2
1838,2015,6.3,64896.0,5,5,9.79757132694458,1,0,0,0,1,4,1.3
1839,2016,9.9,81663.0,4,5,11.289656905842868,1,0,0,0,1,8,4.4
1841,2016,9.0,166540.0,4,7,9.546741177474825,1,0,0,0,1,4,2.4
1843,2016,9.2,229050.0,4,5,10.274706221915702,1,0,0,0,1,5,3.2
1844,2004,8.9,228966.0,5,5,9.209840246934501,1,0,0,0,1,4,2.0
1845,2005,8.9,179958.0,4,5,9.103868127465667,1,0,0,0,1,4,2.0
1846,2023,6.9,1500.0,4,5,10.91490662950186,1,0,1,0,0,4,2.0
1847,2008,7.2,147000.0,4,5,9.301094735244646,1,0,0,0,1,4,1.8
1848,2017,5.3,59207.0,4,5,10.645186773678239,1,0,0,0,1,4,2.0
1850,2017,8.4,111570.0,4,7,10.308619271743055,1,0,0,0,1,4,2.5
1851,2012,7.4,125254.0,4,5,9.61547209118311,1,0,0,0,1,4,1.6
1852,2021,9.7,10831.0,4,5,11.156107653683586,1,0,0,0,1,6,3.6
1853,2019,8.4,45119.0,4,7,10.645186773678239,1,0,0,0,1,4,2.5
1854,2022,8.1,3822.0,4,5,11.034728360695965,1,0,1,0,0,4,2.0
1856,2022,6.8,15.0,4,5,11.501733063066078,1,0,0,1,0,6,3.0
1857,2017,10.7,41230.0,2,2,11.225110050295434,0,1,0,0,1,8,4.5
1858,2018,8.1,28681.0,5,5,10.896554123212333,0,1,0,0,1,4,2.3
1860,2013,8.5,152000.0,4,5,9.539644119118783,1,0,0,0,1,4,2.4
1861,2010,9.6,117893.0,4,5,9.680281499268713,1,0,0,0,1,4,2.5
1862,2010,6.8,95684.0,5,5,9.471935109664646,1,0,0,0,1,4,1.5
1863,2019,8.1,83426.0,4,5,10.69164941469965,1,0,0,0,1,4,2.0
1864,2017,7.9,69988.0,4,5,10.165467127635536,1,0,0,0,1,4,2.5
1865,2018,5.5,49113.0,4,5,10.77874793485229,1,0,0,0,1,4,2.0
1867,2022,7.5,15.0,4,5,10.633087195098385,1,0,0,1,0,4,2.0
1868,2021,8.0,33132.0,4,5,10.949928968875328,1,0,0,0,1,4,3.0
1869,2018,7.3,91864.0,4,5,10.126231023828998,1,0,0,0,1,4,2.5
1871,2016,7.5,105012.0,4,5,9.996522418503318,1,0,0,0,1,4,2.4
1873,2018,8.8,177141.0,4,5,9.996522418503318,1,0,0,0,1,4,2.8
1874,2018,7.5,122256.0,4,5,10.126231023828998,1,0,0,0,1,4,2.0
1875,2017,7.0,111480.0,4,5,10.165813354725493,1,0,0,0,1,4,2.0
1876,2011,8.4,182676.0,4,5,9.740674462130217,0,1,0,0,1,5,3.2
1877,2019,7.3,59860.0,4,7,10.462817585361734,1,0,0,0,1,4,1.5
1879,2022,8.2,3522.0,4,5,10.91490662950186,0,1,0,0,1,4,2.0
1880,2010,8.1,170000.0,5,5,9.104424146384634,1,0,0,0,1,4,2.0
1881,2013,7.4,149666.0,4,5,9.791773562906126,1,0,0,0,1,4,2.5
1884,2021,8.8,17910.0,5,7,10.948699064477122,1,0,0,0,1,6,3.5
1885,2023,7.3,15.0,4,5,10.996249427526061,1,0,0,1,0,4,2.0
1886,2016,6.8,122401.0,4,5,10.20322170601205,1,0,0,0,1,4,2.0
1887,2014,7.0,92285.0,4,5,10.085350670929921,1,0,0,0,1,4,2.0
1889,2016,8.7,114202.0,4,5,11.00126616045566,1,0,0,0,1,6,3.0
1890,2006,10.6,209508.0,4,5,8.846353043314327,1,0,0,0,1,6,3.0
1891,2021,4.2,43083.0,5,5,10.433821642690162,1,0,0,0,1,4,1.8
1892,2019,7.3,49431.0,4,5,10.91490662950186,1,0,0,0,1,4,2.0
1893,2016,7.9,173007.0,4,5,10.081131519778971,1,0,0,0,1,4,3.0
1895,2016,9.1,73059.0,4,5,10.568440998725292,1,0,0,0,1,4,2.8
1896,2009,9.4,162018.0,4,5,9.301003406873425,1,0,0,0,1,4,2.5
1897,2020,3.8,55929.0,4,5,10.403959764222627,1,0,0,0,1,3,1.5
1898,2018,5.7,26758.0,2,4,10.668932138591325,1,0,0,0,1,4,2.0
1900,2018,7.9,176576.0,4,5,9.851931065621725,1,0,0,0,1,4,2.0
1901,2008,11.0,262175.0,4,8,8.986571625268054,1,0,0,0,1,6,2.7
1902,2011,6.9,211309.0,4,5,8.980927207648378,1,0,0,0,1,4,1.4
1903,2018,7.4,63751.0,4,5,10.645186773678239,1,0,0,0,1,4,2.0
1905,2010,7.5,44175.0,5,4,10.20322170601205,1,0,0,0,1,4,2.0
1907,2012,6.1,102864.0,5,5,9.205327830152639,1,0,0,0,1,4,1.6
1910,2018,11.6,64847.0,4,8,10.757690092096862,1,0,0,0,1,6,3.3
1911,2012,7.3,139586.0,4,7,9.952039593118293,1,0,0,0,1,4,2.2
1912,2016,9.2,254164.0,4,5,10.30521234102857,1,0,0,0,1,5,3.2
1913,2015,6.9,83657.0,4,5,10.433821642690162,1,0,0,0,1,4,2.0
1916,2018,8.5,232955.0,4,5,10.402746539930654,1,0,0,0,1,4,2.8
1917,2014,9.1,136416.0,4,5,10.20322170601205,1,0,0,0,1,4,2.8
1918,2015,8.6,65605.0,4,7,10.714195521835219,1,0,0,0,1,4,2.8
1920,2010,8.2,158011.0,4,5,9.21024036697585,1,0,0,0,1,4,2.0
1922,2021,5.8,8638.0,5,5,10.54507824618167,1,0,0,0,1,3,1.0
1924,2017,6.9,85157.0,4,5,10.2396025825095,1,0,0,0,1,4,2.0
1925,2023,4.8,182.0,5,5,11.081988690888394,1,0,0,0,1,4,2.5
1927,2018,5.8,38363.0,5,5,10.199435369404942,1,0,0,0,1,4,2.0
1928,2016,7.6,105672.0,5,5,10.544024782823776,1,0,0,0,1,6,3.0
1929,2017,6.4,46376.0,5,5,10.101846487027707,1,0,0,0,1,4,1.3
1931,2019,8.9,85550.0,4,5,10.896554123212333,1,0,0,0,1,5,3.2
1932,2014,6.0,182056.0,5,5,9.85214162518454,1,0,0,0,1,4,2.2
1933,2010,10.4,117999.0,4,5,9.615138591096644,1,0,0,0,1,6,3.0
1935,2015,7.1,112049.0,3,4,9.951801412814678,1,0,0,0,1,4,1.6
1936,2020,5.3,45622.0,5,5,10.373459931293572,1,0,0,0,1,3,1.0
1938,2016,8.1,94800.0,4,5,10.2396025825095,1,0,0,0,1,4,2.5
1939,2018,7.2,147632.0,4,5,10.874266469694353,1,0,0,0,1,6,3.0
1940,2018,7.6,97109.0,2,4,10.430816248401133,1,0,0,0,1,4,2.4
1941,2021,7.3,25253.0,4,5,10.04975005951438,1,0,0,0,1,4,1.5
1942,2016,7.6,154179.0,4,5,10.274706221915702,1,0,0,0,1,4,2.4
1943,2019,7.4,76293.0,4,5,11.140121139101613,1,0,0,0,1,6,3.0
1944,2015,7.3,109232.0,4,5,10.038368034729945,1,0,0,0,1,4,2.5
1945,2019,8.3,89388.0,4,5,10.54507824618167,1,0,0,0,1,4,2.0
1946,2012,6.4,193101.0,3,4,9.67721410821299,1,0,0,0,1,4,1.6
1947,2019,7.0,32748.0,4,5,10.403959764222627,1,0,0,0,1,4,1.5
1949,2019,8.2,114956.0,4,5,11.034082887057288,1,0,0,0,1,4,2.0
1950,2020,4.2,53897.0,4,5,10.571060481976643,1,0,0,0,1,4,2.5
1951,2015,8.1,174677.0,4,5,10.042814617757227,0,1,0,0,1,4,2.5
1952,2011,6.4,238850.0,4,5,9.104868739033948,0,1,0,0,1,4,2.0
1954,2013,10.1,215580.0,4,7,9.190137664658664,1,0,0,0,1,6,3.0
1955,2015,8.9,310230.0,2,3,9.793281985215103,0,1,0,0,1,5,3.2
1956,2020,7.2,66023.0,4,5,10.403959764222627,1,0,0,0,1,4,2.0
1957,2017,5.9,117220.0,2,4,10.369985042452576,1,0,0,0,1,4,2.0
1958,2019,7.0,70093.0,4,5,10.457372665762566,1,0,0,0,1,4,2.0
1959,2018,8.9,83639.0,4,5,10.819578264407616,1,0,0,0,1,6,3.0
1960,2023,8.6,10.0,4,7,11.050731262615974,1,0,1,0,0,4,2.0
